Page,2015-07-01,2015-07-02,2015-07-03,2015-07-04,2015-07-05,2015-07-06,2015-07-07,2015-07-08,2015-07-09,2015-07-10,2015-07-11,2015-07-12,2015-07-13,2015-07-14,2015-07-15,2015-07-16,2015-07-17,2015-07-18,2015-07-19,2015-07-20,2015-07-21,2015-07-22,2015-07-23,2015-07-24,2015-07-25,2015-07-26,2015-07-27,2015-07-28,2015-07-29,2015-07-30,2015-07-31,2015-08-01,2015-08-02,2015-08-03,2015-08-04,2015-08-05,2015-08-06,2015-08-07,2015-08-08,2015-08-09,2015-08-10,2015-08-11,2015-08-12,2015-08-13,2015-08-14,2015-08-15,2015-08-16,2015-08-17,2015-08-18,2015-08-19,2015-08-20,2015-08-21,2015-08-22,2015-08-23,2015-08-24,2015-08-25,2015-08-26,2015-08-27,2015-08-28,2015-08-29,2015-08-30,2015-08-31,2015-09-01,2015-09-02,2015-09-03,2015-09-04,2015-09-05,2015-09-06,2015-09-07,2015-09-08,2015-09-09,2015-09-10,2015-09-11,2015-09-12,2015-09-13,2015-09-14,2015-09-15,2015-09-16,2015-09-17,2015-09-18,2015-09-19,2015-09-20,2015-09-21,2015-09-22,2015-09-23,2015-09-24,2015-09-25,2015-09-26,2015-09-27,2015-09-28,2015-09-29,2015-09-30,2015-10-01,2015-10-02,2015-10-03,2015-10-04,2015-10-05,2015-10-06,2015-10-07,2015-10-08,2015-10-09,2015-10-10,2015-10-11,2015-10-12,2015-10-13,2015-10-14,2015-10-15,2015-10-16,2015-10-17,2015-10-18,2015-10-19,2015-10-20,2015-10-21,2015-10-22,2015-10-23,2015-10-24,2015-10-25,2015-10-26,2015-10-27,2015-10-28,2015-10-29,2015-10-30,2015-10-31,2015-11-01,2015-11-02,2015-11-03,2015-11-04,2015-11-05,2015-11-06,2015-11-07,2015-11-08,2015-11-09,2015-11-10,2015-11-11,2015-11-12,2015-11-13,2015-11-14,2015-11-15,2015-11-16,2015-11-17,2015-11-18,2015-11-19,2015-11-20,2015-11-21,2015-11-22,2015-11-23,2015-11-24,2015-11-25,2015-11-26,2015-11-27,2015-11-28,2015-11-29,2015-11-30,2015-12-01,2015-12-02,2015-12-03,2015-12-04,2015-12-05,2015-12-06,2015-12-07,2015-12-08,2015-12-09,2015-12-10,2015-12-11,2015-12-12,2015-12-13,2015-12-14,2015-12-15,2015-12-16,2015-12-17,2015-12-18,2015-12-19,2015-12-20,2015-12-21,2015-12-22,2015-12-23,2015-12-24,2015-12-25,2015-12-26,2015-12-27,2015-12-28,2015-12-29,2015-12-30,2015-12-31,2016-01-01,2016-01-02,2016-01-03,2016-01-04,2016-01-05,2016-01-06,2016-01-07,2016-01-08,2016-01-09,2016-01-10,2016-01-11,2016-01-12,2016-01-13,2016-01-14,2016-01-15,2016-01-16,2016-01-17,2016-01-18,2016-01-19,2016-01-20,2016-01-21,2016-01-22,2016-01-23,2016-01-24,2016-01-25,2016-01-26,2016-01-27,2016-01-28,2016-01-29,2016-01-30,2016-01-31,2016-02-01,2016-02-02,2016-02-03,2016-02-04,2016-02-05,2016-02-06,2016-02-07,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-13,2016-02-14,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-20,2016-02-21,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-27,2016-02-28,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-05,2016-03-06,2016-03-07,2016-03-08,2016-03-09,2016-03-10
再見瓦城_zh.wikipedia.org_all-access_spider,0,0,0,2,0,0,0,0,1,1,0,,0,1,,1,0,2,1,0,2,7,6,1,1,1,,1,1,1,2,1,0,1,1,1,3,3,0,2,2,1,0,3,2,4,0,0,1,0,2,0,,0,0,2,2,0,1,0,1,0,7,0,0,0,1,1,2,3,1,1,8,57,3,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,,0,0,0,5,0,1,2,2,1,,4,1,0,1,0,3,2,,1,4,1,2,0,0,1,0,0,3,0,0,0,47,1,3,0,2,1,2,5,2,4,9,3,2,0,1,0,2,1,3,5,2,2,0,0,4,1,0,8,1,0,59,3,1,4,1,2,0,4,2,3,1,2,6,2,2,2,3,1,2,1,1,11,4,0,4,1,2,3,4,6,10,7,4,6,11,10,8,11,9,16,10,8,5,7,3,2,6,8,4,6,9,8,3,5,2,2,5,6,6,7,10,7,6,6,2,6,2,4,3,4,3,3,7,2,3,3,5,3,2,4,4,8,4,5,7,3,3,5,5,7,1,2,3,7,3,2,0,2
口袋妖怪系列_zh.wikipedia.org_all-access_spider,5,9,10,11,4,4,6,11,15,15,42,25,78,21,13,9,11,16,7,41,15,9,14,22,10,8,5,6,13,11,3,1,3,14,15,6,8,16,3,8,2,3,13,10,2,5,7,5,8,11,3,3,6,8,8,20,11,10,8,10,4,12,8,9,10,8,8,6,7,7,4,10,10,7,6,9,8,8,10,12,15,9,7,10,8,4,15,11,18,36,9,27,19,9,16,4,17,14,9,21,10,28,12,10,20,12,9,7,8,4,6,6,8,8,44,10,10,16,9,12,9,16,11,8,13,16,10,8,8,17,14,6,8,9,15,18,18,8,9,10,8,13,10,19,13,12,11,23,9,10,9,9,5,11,7,14,21,9,22,11,42,11,10,22,29,20,17,25,26,9,29,17,13,11,18,13,8,11,11,11,16,6,10,9,7,7,11,11,16,10,10,9,13,15,18,26,10,15,27,20,13,12,27,17,29,21,13,18,9,13,21,14,12,12,12,13,14,8,8,8,12,11,10,9,9,17,14,13,10,30,8,14,33,11,49,10,12,13,20,38,159,43,15,15,11,22,12,9,13,17,9,8,14,13
方中信_zh.wikipedia.org_all-access_spider,33,3,22,15,19,2,9,18,33,13,19,3,11,18,18,9,5,8,4,22,6,8,8,14,6,6,7,12,6,1,13,7,4,4,5,8,8,8,3,2,6,21,11,3,6,6,4,6,6,6,5,11,5,8,6,2,5,7,4,15,7,5,3,10,3,8,8,7,9,7,5,8,3,9,2,4,4,10,5,6,7,9,2,5,12,5,9,11,10,4,9,4,5,11,3,7,17,15,8,3,4,6,4,0,20,16,5,5,4,3,3,7,9,3,9,7,8,3,8,2,1,3,4,1,10,3,8,5,16,2,4,5,5,5,8,3,2,8,5,10,3,8,1,5,10,4,6,9,11,4,8,14,9,19,4,7,5,19,9,4,11,4,10,10,13,12,11,13,8,10,7,14,13,5,7,15,11,10,22,16,3,9,6,7,13,12,12,6,9,10,7,11,12,18,14,20,22,17,15,10,3,11,16,17,11,11,16,17,12,13,14,15,9,10,8,11,10,10,7,6,15,7,6,3,10,20,4,6,11,5,8,11,10,10,13,21,8,13,14,10,7,13,13,10,10,8,11,14,9,23,10,7,10,5
朴載範_zh.wikipedia.org_all-access_spider,6,5,17,12,19,5,5,1,7,2,0,15,14,15,4,11,3,5,4,2,9,11,8,5,6,5,11,5,8,5,4,4,4,8,6,4,4,4,4,4,1,4,16,4,2,16,2,7,7,3,6,5,6,5,7,4,9,6,4,4,4,6,11,4,7,2,6,6,6,6,1,8,2,5,5,2,7,5,6,2,5,2,5,17,4,7,9,4,5,16,6,3,5,7,4,4,9,4,6,4,5,4,4,2,6,4,10,4,9,3,5,3,6,5,14,7,4,2,6,4,3,8,3,5,8,3,8,6,3,7,6,26,3,7,4,27,6,7,7,3,23,7,9,3,8,14,8,8,4,6,5,11,1,6,7,5,6,5,11,6,6,1,15,6,5,7,6,5,9,2,3,4,8,6,10,8,2,16,8,9,7,2,5,2,8,9,9,7,15,7,3,8,5,5,13,15,6,14,605,616,153,15,22,19,21,10,8,7,11,7,26,3,19,12,8,11,14,9,6,6,7,5,11,8,14,12,4,19,16,36,99,14,7,9,11,6,8,7,9,4,8,9,15,12,10,9,5,13,22,6,13,7,12,4
周永康_zh.wikipedia.org_all-access_spider,31,24,31,27,32,4,25,18,32,40,20,9,28,17,13,20,17,11,30,30,12,20,36,26,13,7,5,14,19,8,6,19,12,6,14,6,8,10,6,17,11,14,22,5,8,9,19,15,19,10,13,6,28,15,20,15,11,8,17,13,11,13,8,23,13,20,21,20,9,7,5,11,10,13,8,19,8,38,45,47,54,47,42,48,43,52,64,55,58,48,67,32,32,43,37,51,57,60,52,38,66,48,46,48,52,44,45,43,37,39,37,37,44,44,55,43,46,36,46,45,37,33,37,21,33,41,49,33,51,56,46,29,26,37,42,46,47,37,34,31,26,58,79,73,43,82,64,56,64,64,72,69,58,54,72,62,56,61,172,122,92,100,91,75,67,74,96,64,65,68,46,57,82,45,59,63,44,63,53,52,66,53,126,124,68,74,61,86,120,65,58,113,70,73,75,71,81,72,141,119,83,91,124,122,113,170,98,75,68,80,99,86,121,72,88,76,74,108,111,60,85,53,86,50,211,102,72,106,83,83,86,97,82,73,75,89,118,111,72,66,86,71,60,94,71,57,87,69,114,105,90,61,82,49
李冰冰_zh.wikipedia.org_all-access_spider,40,41,64,12,82,14,10,52,60,29,26,25,64,33,24,18,13,22,7,20,13,16,6,9,13,10,7,12,20,6,3,4,6,8,10,7,8,8,9,5,9,10,7,3,9,14,7,16,7,6,7,2,8,11,7,6,9,7,4,9,11,24,25,17,16,15,18,11,10,11,12,11,14,21,19,15,14,23,16,19,18,12,15,30,19,16,31,18,13,16,18,21,21,16,22,34,14,7,22,5,30,36,50,6,10,15,10,20,4,23,11,11,8,38,5,12,30,4,5,4,43,22,3,18,9,2,7,21,9,9,5,14,5,7,5,2,36,16,10,5,11,13,5,13,6,9,9,8,14,10,8,10,8,6,12,16,10,11,11,14,11,13,8,12,8,7,8,12,16,41,12,17,12,8,11,7,23,9,10,13,7,13,6,10,9,6,10,11,6,12,13,20,10,5,14,11,10,26,11,14,12,10,9,13,5,8,4,12,9,6,15,11,9,13,5,13,9,9,3,9,10,6,28,16,10,13,12,9,10,4,11,11,11,18,10,10,11,11,6,11,6,10,20,16,7,17,7,10,7,11,11,9,12,6
庾澄慶_zh.wikipedia.org_all-access_spider,22,11,14,14,25,20,17,7,74,28,18,11,28,17,10,7,1,16,19,14,4,17,14,5,13,2,9,8,9,6,15,3,10,7,15,6,11,5,3,5,6,34,11,3,8,7,10,11,8,4,6,5,5,7,5,6,8,7,5,27,7,5,5,6,6,10,4,6,8,9,5,7,5,4,8,4,8,6,9,10,12,12,8,14,8,15,10,37,21,5,45,30,10,9,10,10,9,8,8,6,7,3,9,12,7,19,3,9,8,6,15,8,8,6,7,7,4,10,8,7,15,13,7,11,9,8,7,6,17,17,11,11,4,5,1,8,6,9,8,12,12,10,11,10,9,6,11,10,8,7,16,13,6,12,8,10,15,12,9,2,15,15,16,7,11,8,4,4,7,10,7,11,9,12,16,8,18,9,11,30,11,22,10,7,3,7,13,6,31,11,6,8,5,12,8,5,10,12,9,9,12,19,9,21,12,12,17,11,13,10,18,10,17,8,11,8,8,7,6,6,12,4,8,4,12,13,8,9,12,15,10,9,8,13,6,28,7,11,11,9,11,14,14,11,12,14,9,14,16,13,16,15,11,7
查德維克·博斯曼_zh.wikipedia.org_all-access_spider,0,3,2,2,1,2,2,0,0,0,2,1,1,0,1,3,2,1,3,3,3,11,8,1,2,0,1,6,9,3,0,2,1,1,4,4,3,1,0,2,2,3,2,7,3,1,0,2,3,0,0,1,2,0,3,0,2,3,3,3,0,3,3,1,2,1,2,4,0,8,1,0,2,0,1,1,0,1,2,2,1,2,2,2,1,1,1,8,5,5,3,3,2,5,2,2,0,3,1,3,1,3,1,0,3,28,4,0,1,2,3,3,5,4,2,5,0,1,12,3,2,1,6,1,1,4,3,5,2,3,5,1,0,1,2,11,2,1,2,4,2,3,1,2,4,3,4,6,3,1,5,3,3,1,16,15,3,4,1,3,2,1,2,3,2,4,2,1,0,1,5,3,3,2,1,2,2,1,2,0,1,3,3,1,11,3,0,1,4,0,0,2,2,2,3,2,3,8,12,1,0,0,3,2,10,6,0,1,5,8,4,3,1,1,2,4,1,3,0,0,2,3,4,0,4,0,4,5,2,2,2,2,7,1,0,2,0,2,2,6,3,3,3,4,28,3,4,12,3,11,1,6,5,5
出包王女_zh.wikipedia.org_all-access_spider,3,6,4,8,17,104,23,28,47,20,20,7,39,11,6,2,9,4,9,30,11,6,8,4,4,15,18,8,17,2,8,5,7,12,7,15,15,5,2,7,17,9,9,4,2,7,20,32,16,7,6,6,8,9,35,29,4,5,1,6,8,11,3,5,8,35,6,6,23,3,12,5,9,8,4,13,6,9,6,10,10,13,20,9,9,7,9,13,17,32,91,8,10,7,34,9,8,10,11,11,9,11,15,7,5,12,15,18,9,8,9,3,6,9,10,8,8,7,19,2,40,13,25,9,12,10,7,19,14,15,4,12,10,8,5,13,7,9,5,14,4,24,11,14,4,15,18,9,16,19,31,12,4,21,7,7,12,16,15,11,4,11,12,6,14,12,5,9,12,13,8,15,7,14,8,12,6,19,3,8,14,20,14,7,6,10,7,28,15,35,17,9,7,15,24,7,11,11,18,33,23,9,28,16,10,10,11,19,22,12,9,12,23,12,8,11,15,10,18,7,11,15,5,16,15,9,10,13,10,7,6,16,12,15,10,6,8,12,17,12,16,22,15,25,17,5,17,11,14,18,26,21,13,24
2010年墨西哥灣漏油事故_zh.wikipedia.org_all-access_spider,8,6,5,8,7,3,1,1,10,4,7,2,3,6,2,6,14,1,4,3,3,6,7,4,7,5,4,7,7,4,4,4,3,6,9,3,3,6,2,4,3,2,7,4,1,5,5,4,5,6,2,8,4,6,8,6,1,0,1,1,7,5,2,0,4,1,2,3,6,4,2,5,6,2,4,7,2,6,6,8,6,10,1,2,2,4,3,10,10,2,8,6,5,6,10,5,5,32,4,5,5,11,3,9,5,3,6,3,7,3,3,4,13,6,3,9,3,4,8,5,4,9,9,6,12,3,10,7,2,3,12,9,4,5,4,2,2,11,6,4,10,9,7,7,14,4,7,5,11,5,5,9,3,5,11,7,1,2,6,8,10,3,4,7,15,5,9,4,14,6,9,7,13,8,11,10,2,5,13,3,2,7,9,9,6,2,5,5,7,5,2,7,7,3,8,6,6,14,7,14,8,3,9,6,4,3,6,4,3,16,4,6,8,6,4,8,13,18,5,5,5,4,10,5,10,5,8,6,2,6,5,6,7,2,6,5,7,4,3,3,5,12,8,10,8,9,6,7,15,11,11,18,7,4
陈晓_zh.wikipedia.org_all-access_spider,1,1,0,2,10,5,2,2,4,0,1,1,4,5,2,5,1,0,2,1,4,5,3,1,2,0,1,2,1,2,10,2,1,1,1,4,2,3,1,2,2,2,3,4,1,2,4,6,8,3,0,2,1,4,2,1,4,2,4,6,3,0,3,4,3,2,5,2,2,2,2,4,4,4,5,4,4,4,5,4,0,2,6,3,3,2,5,3,1,2,0,2,1,4,2,3,4,4,1,8,2,1,2,1,2,1,4,2,0,3,0,3,25,28,11,1,3,3,0,2,6,2,2,4,2,1,0,2,4,3,2,3,0,2,0,1,2,3,3,3,1,2,2,2,2,1,0,6,2,1,2,4,0,2,2,2,2,3,4,4,0,1,2,3,4,1,2,1,4,5,6,2,1,3,3,2,3,5,2,4,1,2,3,1,3,4,6,3,4,0,1,1,3,3,3,3,5,3,6,3,0,2,4,5,10,2,2,3,5,3,3,2,8,1,1,5,4,3,9,6,10,3,3,6,1,2,7,1,2,1,1,3,5,5,5,1,2,5,1,0,3,3,4,4,2,5,8,6,3,2,3,4,7,3
馬雅舒_zh.wikipedia.org_all-access_spider,3,4,10,7,1,2,3,44,26,8,17,16,16,19,17,10,19,14,9,9,17,9,12,2,9,3,9,6,6,5,4,3,2,5,4,5,7,7,1,1,7,3,2,6,8,3,4,5,5,5,5,3,5,2,9,2,3,5,5,5,3,4,1,5,5,5,4,5,8,7,4,2,9,4,4,2,6,6,6,5,6,7,5,2,10,7,7,12,6,4,9,4,5,11,3,4,9,9,1,5,8,6,7,4,8,3,4,5,2,8,4,7,4,3,3,6,4,5,4,2,5,6,6,8,8,4,1,3,5,7,6,1,1,0,7,2,1,7,4,4,2,5,2,1,6,5,7,4,6,6,3,2,3,5,2,7,5,3,3,7,3,4,9,3,6,8,1,1,6,5,6,5,2,4,13,5,1,7,3,2,4,5,5,6,1,2,3,4,5,7,8,5,6,8,4,1,8,3,8,4,4,6,6,3,8,2,3,2,7,9,2,10,5,4,9,5,8,4,3,30,3,3,5,1,27,4,1,7,4,4,4,9,7,6,12,3,4,7,6,8,5,10,3,9,5,5,1,10,6,2,7,6,7,5
狼少女和黑王子_zh.wikipedia.org_all-access_spider,1,3,13,2,15,8,14,44,19,20,3,6,6,3,27,8,9,8,12,10,5,10,15,10,5,4,3,4,5,10,13,3,4,4,8,0,5,4,2,6,0,0,2,3,1,9,8,6,1,5,1,2,7,1,4,1,7,0,5,4,3,2,9,7,8,1,6,4,5,13,1,1,7,3,3,1,4,8,2,9,2,7,5,8,5,8,4,4,2,1,5,5,4,7,3,6,5,5,7,1,3,4,6,6,3,7,8,6,4,5,3,8,3,3,2,24,2,13,27,5,4,5,40,1,24,2,5,3,5,13,7,3,3,9,4,12,5,5,6,14,6,5,19,5,4,6,15,6,16,3,10,39,25,9,20,11,17,2,6,11,3,4,13,17,9,35,17,4,4,9,14,1,29,5,3,66,110,9,18,15,3,6,4,6,4,9,20,5,3,9,6,22,22,17,6,22,21,9,3,3,14,6,6,1,9,6,15,17,7,7,7,21,51,5,16,6,5,9,9,7,15,8,5,6,4,6,6,9,22,20,12,8,4,8,2,22,17,2,6,4,4,6,28,35,8,8,5,8,8,21,8,5,8,2
亞洲電視_zh.wikipedia.org_all-access_spider,21,93,29,45,21,22,23,49,36,11,20,11,48,19,27,21,104,60,13,28,13,24,11,9,9,12,8,9,18,9,13,192,11,6,12,8,9,6,13,14,40,9,17,5,9,10,23,11,8,18,8,10,18,13,8,17,14,9,11,7,8,19,11,18,23,13,56,11,21,12,10,35,72,5,16,13,16,28,51,13,24,65,27,17,10,24,16,23,28,12,9,18,13,10,28,9,27,15,10,10,17,15,11,19,12,12,10,16,11,11,18,13,13,18,30,8,23,110,20,33,36,36,28,11,24,10,18,24,28,28,14,13,8,15,11,12,12,16,14,25,61,21,29,6,19,14,21,7,15,24,36,39,11,12,22,14,22,18,14,69,96,135,71,42,78,13,27,16,28,24,18,16,32,20,13,17,32,18,34,16,45,21,41,29,21,40,32,39,67,40,33,29,24,23,54,30,28,18,42,50,48,23,37,30,40,33,29,34,12,47,20,36,26,26,35,91,537,613,33,65,88,31,25,14,27,88,59,30,54,69,59,31,40,40,69,41,25,34,41,37,35,44,44,61,65,107,374,848,93,113,52,186,53,159
北京条约_zh.wikipedia.org_all-access_spider,7,7,10,12,16,3,8,5,27,9,3,2,6,9,8,10,15,4,11,10,10,7,6,6,2,3,9,9,4,1,1,3,4,7,9,11,8,4,3,6,4,5,3,2,2,6,8,6,8,11,4,7,4,8,15,8,6,9,3,8,3,1,1,11,3,5,6,3,4,2,6,8,2,2,12,9,8,6,7,6,5,4,3,11,12,8,16,11,10,12,4,8,9,4,9,8,2,9,4,5,6,9,4,4,2,15,6,8,6,6,5,6,3,8,2,12,9,9,10,15,7,4,6,4,12,6,7,5,4,7,8,11,9,1,34,7,11,6,13,3,9,17,4,5,11,6,7,8,10,11,8,7,11,4,13,3,6,7,12,11,2,4,7,9,8,6,12,13,18,16,8,9,5,12,11,12,11,12,11,8,8,14,19,11,23,14,11,8,15,8,6,6,9,13,10,7,11,7,10,3,5,7,12,5,16,10,9,12,7,16,13,18,5,9,9,8,7,6,12,6,4,4,3,4,5,14,9,10,9,9,2,10,8,5,10,8,6,18,37,132,9,22,22,12,13,14,14,22,17,16,11,12,20,20
陳慧嫻_zh.wikipedia.org_all-access_spider,7,11,5,22,23,5,96,85,269,23,19,17,35,16,58,16,12,17,27,13,9,15,13,5,4,4,5,18,15,4,6,154,10,4,16,4,12,4,3,10,9,12,15,14,5,7,11,11,5,12,3,11,7,1,16,5,7,2,12,8,5,6,8,10,10,5,13,6,16,6,9,4,2,6,4,6,5,16,15,10,6,20,10,8,7,13,63,73,9,9,7,5,10,13,21,9,9,8,4,9,6,12,12,2,7,13,15,7,71,11,22,4,20,5,32,4,9,10,15,7,5,7,10,11,3,9,11,7,4,7,11,8,3,7,15,10,9,5,9,3,9,11,10,26,7,16,11,10,14,7,25,8,16,15,32,9,11,43,40,4,14,8,11,9,39,12,11,8,15,9,27,56,12,13,33,10,8,14,26,9,7,9,16,26,9,6,16,9,8,13,15,6,22,16,26,18,14,15,16,12,51,43,25,15,12,21,32,22,9,39,14,16,37,16,9,11,44,19,11,6,25,9,9,9,15,15,63,26,15,9,11,15,21,12,12,32,27,8,13,24,5,19,25,10,15,135,17,33,14,14,12,18,33,9
賀陳旦_zh.wikipedia.org_all-access_spider,1,2,6,2,1,4,0,4,4,2,4,2,5,6,5,1,3,8,6,1,9,2,5,1,4,5,4,2,7,5,2,3,3,4,2,3,7,2,4,5,3,6,4,2,1,1,1,2,3,3,3,3,3,1,4,3,1,2,5,4,5,0,1,2,1,3,1,1,5,3,6,4,7,1,3,2,15,3,6,4,3,2,3,7,5,4,3,5,6,2,4,1,2,8,4,1,0,5,0,6,3,2,25,1,1,6,7,6,2,1,2,2,4,1,2,3,4,1,4,3,1,3,3,9,6,0,4,5,2,5,3,9,4,3,5,1,0,1,6,6,3,5,6,3,1,5,4,0,7,2,1,1,1,4,1,1,3,9,6,1,0,0,5,3,2,10,5,5,4,3,1,1,7,1,1,9,4,3,3,3,8,1,4,4,3,3,6,6,7,2,4,1,5,11,9,1,6,4,2,6,5,3,9,4,2,3,14,4,7,4,9,13,6,7,4,3,10,4,4,4,4,7,1,5,3,7,4,7,4,7,15,10,10,5,5,4,4,1,0,3,9,5,5,6,4,3,1,7,4,8,6,2,5,13
辜濂松_zh.wikipedia.org_all-access_spider,0,1,1,1,1,2,3,0,1,0,1,1,0,1,4,1,1,2,2,0,1,0,0,0,0,0,0,0,2,3,2,0,0,0,3,1,1,0,1,1,0,1,0,1,3,1,1,0,2,1,0,0,1,1,3,1,0,2,4,1,5,2,2,4,2,1,1,1,2,1,0,0,1,1,2,1,2,5,0,1,2,1,0,0,4,16,1,5,1,0,0,2,0,2,2,2,2,0,2,1,3,2,2,2,1,1,2,1,1,2,0,1,2,2,1,1,2,1,0,0,2,3,7,1,0,1,3,1,2,1,1,2,0,0,1,0,0,1,2,3,1,3,2,1,2,1,0,1,2,0,1,1,3,1,0,2,2,1,0,1,1,3,1,0,1,2,1,2,1,0,0,3,1,4,2,1,1,1,1,2,3,1,1,0,1,0,1,2,0,5,2,4,3,2,4,3,0,6,1,0,2,2,0,1,2,2,2,1,3,1,1,3,4,1,4,1,3,3,2,2,1,4,2,2,4,0,1,2,3,2,1,2,5,2,2,2,2,2,2,2,1,1,2,5,2,1,5,3,4,1,3,2,1,0
威爾士_zh.wikipedia.org_all-access_spider,9,24,11,65,14,3,7,5,14,16,18,7,26,16,26,14,17,13,31,17,9,19,8,9,7,16,8,19,22,12,7,5,8,12,8,8,9,7,10,13,11,19,9,18,8,12,10,24,12,10,17,10,12,7,6,9,5,9,10,9,5,6,5,23,12,12,8,17,8,4,9,14,5,9,9,15,13,15,6,14,21,17,10,10,8,10,8,10,23,16,4,16,8,10,11,11,9,10,17,14,8,21,11,19,7,10,8,11,12,10,15,13,4,3,13,16,11,21,14,21,4,13,8,7,21,13,7,6,9,24,11,10,13,12,5,17,12,7,12,6,7,16,7,20,11,6,13,6,14,22,15,7,12,18,13,19,17,18,15,9,10,9,18,20,39,19,25,12,16,17,4,14,14,9,16,12,10,14,11,14,13,13,4,13,15,9,10,12,9,15,11,9,6,12,10,16,11,14,10,9,14,12,14,11,12,14,9,6,11,9,10,21,17,9,15,13,16,13,17,7,8,10,6,8,11,18,11,13,9,15,7,15,12,13,10,12,6,10,12,11,16,32,29,23,7,34,122,20,12,22,13,18,9,46
假面_(電視劇)_zh.wikipedia.org_all-access_spider,13,102,23,54,13,34,26,34,47,56,22,11,22,12,23,32,25,18,7,14,6,45,10,23,23,10,9,6,36,36,48,4,9,11,9,13,6,8,5,8,1,8,7,7,10,10,10,7,4,6,7,9,7,3,5,12,10,5,6,5,19,2,12,5,11,7,12,9,6,4,5,7,6,5,11,7,7,15,4,4,8,16,10,9,4,5,14,3,14,6,7,4,8,7,6,4,10,7,6,4,6,6,3,8,8,4,7,6,7,2,6,17,16,6,9,7,11,2,4,10,8,7,8,7,6,9,5,8,5,3,9,8,1,6,8,13,4,6,7,5,5,12,13,6,9,8,17,7,15,10,10,6,6,15,5,16,10,9,6,4,13,9,30,20,7,19,4,13,11,12,10,11,13,8,10,13,18,33,60,31,5,7,9,16,23,8,3,11,8,10,6,19,10,16,6,6,13,22,8,4,15,7,7,12,17,7,10,12,14,10,8,24,12,11,9,6,6,14,7,10,6,6,16,30,11,25,6,11,9,6,8,29,12,17,12,29,27,16,25,12,17,14,12,27,16,14,20,18,13,29,19,17,45,35
本土民主前線_zh.wikipedia.org_all-access_spider,2,3,8,2,4,1,4,8,9,2,2,4,7,8,1,8,3,26,0,3,9,11,11,8,3,3,2,1,5,4,2,3,3,4,2,3,0,3,6,10,1,7,3,4,5,3,5,4,4,3,4,1,4,3,4,5,4,2,5,3,5,5,5,2,5,4,0,2,2,4,6,2,3,2,3,2,3,9,1,4,5,4,14,14,1,5,4,4,5,6,3,5,15,3,8,2,7,4,2,2,3,3,2,11,9,7,8,1,6,5,5,5,2,4,2,9,6,4,17,2,2,5,3,5,3,6,14,8,4,6,7,5,1,2,5,13,0,2,6,1,5,6,7,2,3,3,5,14,4,2,3,0,5,11,10,2,5,5,5,9,4,4,1,8,4,2,3,4,14,2,7,3,3,5,2,2,3,5,7,3,5,3,1,13,5,1,3,5,6,9,15,3,6,8,7,8,11,5,11,33,10,5,34,9,4,7,7,5,12,6,7,4,11,5,4,7,60,15,11,6,11,6,46,527,131,78,51,23,19,10,137,295,46,24,34,50,25,29,22,28,19,21,37,51,29,90,18,15,43,33,21,62,42,12
朱迪·加兰_zh.wikipedia.org_all-access_spider,20,7,1,3,9,4,8,4,5,5,2,4,4,9,9,3,3,10,4,4,7,16,8,4,11,3,4,6,12,8,6,1,4,5,6,4,1,5,11,1,8,4,1,5,8,5,5,4,7,2,1,3,2,5,3,4,5,4,3,10,1,8,3,6,3,7,4,5,2,3,10,3,2,3,3,5,2,6,8,9,9,9,9,9,8,7,6,10,7,3,5,5,7,3,5,7,6,6,6,4,4,2,2,3,10,5,7,7,4,3,8,6,1,1,7,8,4,1,7,5,7,3,7,6,1,8,5,6,8,3,6,6,5,2,2,3,6,3,5,3,1,9,6,2,7,4,5,4,3,7,4,9,4,9,8,7,5,4,5,9,13,4,7,12,9,4,5,4,6,11,7,5,0,6,8,3,2,6,4,5,3,4,6,6,4,5,9,5,5,4,3,16,6,8,8,4,5,11,6,4,7,3,5,4,10,3,8,3,5,5,3,9,4,6,6,6,8,8,3,8,2,7,5,5,3,7,3,6,6,5,5,9,28,5,10,2,2,6,3,8,3,4,18,11,9,10,3,8,3,3,9,7,9,3
